body,title,url
"/ NoticiasInformación basada en hechos y verificada de primera mano por el reportero, o reportada y verificada por fuentes expertas.",Gol de Jordan Guivin en su debut: así fue el 3-0 de Universitario vs. San Martín | VIDEO,https://elcomercio.pe/deporte-total/futbol-peruano/gol-jordan-guivin-hoy-universitario-vs-san-martin-en-vivo-ver-gol-jordan-guivin-en-debut-para-el-3-0-de-universitario-por-el-clausura-de-liga-1-video-rmmd-noticia/
Director periodístico: Juan Aurelio Arévalo Miró Quesada,,https://elcomercio.pe/autores/
"/ NoticiasInformación basada en hechos y verificada de primera mano por el reportero, o reportada y verificada por fuentes expertas.","Tabla de posiciones, Liga Profesional Argentina: resultados fecha 8",https://elcomercio.pe/deporte-total/futbol-mundial/tabla-de-posiciones-liga-argentina-2022-con-river-plate-y-boca-juniors-fixture-clasificacion-y-resultados-liga-profesional-argentina-hoy-por-fecha-8-rmmd-dtbn-video-ar-noticia/
"/ NoticiasInformación basada en hechos y verificada de primera mano por el reportero, o reportada y verificada por fuentes expertas.",EE.UU. pedirá la extradición inmediata del capo mexicano Rafael Caro Quintero,https://elcomercio.pe/mundo/eeuu/rafael-caro-quintero-estados-unidos-pedira-la-extradicion-inmediata-del-capo-mexicano-mexico-guachochi-chihuahua-cartel-de-sinaloa-kiki-camarena-noticia/
16/07/2022 _ 05:34,,https://elcomercio.pe/autor/mario-ghibellini/
"/ NoticiasInformación basada en hechos y verificada de primera mano por el reportero, o reportada y verificada por fuentes expertas.",Noah Schnapp de “Stranger Things” viene al Perú para la Comic Convention Latin-America | EXCLUSIVA,https://elcomercio.pe/tvmas/series/noah-schnapp-de-stranger-things-viene-al-peru-para-la-comic-convention-latin-america-will-byers-netflix-the-flash-comics-lima-meet-and-greet-autografos-fotos-noticia/
"/ NoticiasInformación basada en hechos y verificada de primera mano por el reportero, o reportada y verificada por fuentes expertas.",El Congreso no logra los votos para retorno del Senado: ¿cómo votaron las bancadas?,https://elcomercio.pe/politica/el-congreso-no-logro-los-votos-para-el-retorno-del-senado-noticia/
"Licenciada en Ciencias de la Comunicación. Diecinueve años de experiencia en periodismo con coberturas internacionales, como los Premios Heat y el festival Estéreo Picnic en Colombia.",,https://elcomercio.pe/autor/sonia-del-aguila/
Una selección de los mejores audiovisuales de El Comercio,,https://elcomercio.pe/el-comercio-tv/
"/ NoticiasInformación basada en hechos y verificada de primera mano por el reportero, o reportada y verificada por fuentes expertas.","Jordan Guivin: debut soñado, la promesa cumplida a su abuelo y la ilusión de pelear por el Clausura",https://elcomercio.pe/deporte-total/futbol-peruano/universitario-jordan-guivin-debut-sonado-la-promesa-cumplida-a-su-abuelo-y-la-ilusion-de-pelear-por-el-torneo-clausura-liga-1-2022-rmmd-dtcc-noticia/
"Nací en 1961, estudié sociología y cine, hice crítica de cine y televisión, y ello me introdujo al periodismo en sus más intensos géneros, primero en la revista Caretas, desde el 2003 en El Comercio.",,https://elcomercio.pe/autor/fernando-vivas/
16/07/2022 _ 19:04,,https://elcomercio.pe/respuestas/
"/ NoticiasInformación basada en hechos y verificada de primera mano por el reportero, o reportada y verificada por fuentes expertas.",,https://elcomercio.pe/peru/piura/piura-cabo-blanco-la-caleta-que-se-resiste-al-olvido-y-a-la-depredacion-del-mar-el-nuro-pesca-artesanal-gran-regata-del-siglo-congreso-proyecto-de-ley-noticia/
"/ AnálisisInterpretación de las noticias basada en evidencia, incluyendo data y proyecciones posibles en base a eventos pasados.",,https://elcomercio.pe/economia/dia-1/dia-del-pollo-a-la-brasa-pollerias-esperan-vender-entre-20-y-30-mas-pese-a-mayor-costo-de-insumos-como-asi-dia-del-pollo-a-la-brasa-noticia/
"/ NoticiasInformación basada en hechos y verificada de primera mano por el reportero, o reportada y verificada por fuentes expertas.",¿Amante del tenis? Equípate con los mejores implementos de Wilson,https://elcomercio.pe/desde-la-redaccion/promociones/amante-del-tenis-equipate-con-los-mejores-implementos-con-wilson-noticia/
/ OpiniónBasada en la interpretación y juicio de hechos y datos hechos por el autor.,,https://elcomercio.pe/opinion/vuelo-de-libelo/el-salto-del-tigre-por-mario-ghibellini-vuelo-de-libelo-ricardo-gareca-pedro-castillo-congreso-noticia/
16/07/2022 _ 19:16,,https://elcomercio.pe/politica/gobierno/
Dale click a los dÃ­as marcados y revisa las fechas de los principales eventos de la mÃºsica,,https://especiales.elcomercio.pe/?q=especiales/agenda-conciertos-peru-2022-multimedia-nndd/index.html
"Licenciada en Ciencias de la Comunicación con mención en Periodismo por la USMP. Ha trabajado con formatos digitales, radiales, televisivos e impresos. Previo a El Comercio, laboró en RPP Noticias. También ha sido pasante en el medio de investigación estadounidense ProPublica (en Nueva York) y la televisora alemana Deutsche Welle (en Berlín). ",,https://elcomercio.pe/autor/ana-bazo/
16/07/2022 _ 19:35,,https://elcomercio.pe/mundo/mexico/
"/ NoticiasInformación basada en hechos y verificada de primera mano por el reportero, o reportada y verificada por fuentes expertas.",Prófugos Fray Vásquez y Bruno Pacheco buscan que la Corte Suprema anule su prisión preventiva,https://elcomercio.pe/politica/actualidad/caso-puente-tarata-profugos-fray-vasquez-y-bruno-pacheco-buscan-que-la-corte-suprema-anule-su-prision-preventiva-noticia/
"/ NoticiasInformación basada en hechos y verificada de primera mano por el reportero, o reportada y verificada por fuentes expertas.",Tarata: testimonios del mayor atentado terrorista perpetrado en Lima 30 años después,https://elcomercio.pe/lima/tarata-30-anos-desde-que-miraflores-cambio-para-siempre-sendero-luminoso-atentado-terrorista-noticia/
"/ NoticiasInformación basada en hechos y verificada de primera mano por el reportero, o reportada y verificada por fuentes expertas.",,https://elcomercio.pe/deporte-total/futbol-peruano/alianza-lima-vs-sport-boys-en-vivo-via-golperu-por-internet-a-que-hora-juega-canal-tv-transmision-y-donde-verlo-por-liga-1-torneo-clausura-2022-pronostico-alineaciones-rmmd-dtbn-lbposting-noticia/
"/ NoticiasInformación basada en hechos y verificada de primera mano por el reportero, o reportada y verificada por fuentes expertas.",Telescopio espacial James Webb: ¿Qué se observa en la primera imágen del espacio?,https://elcomercio.pe/podcast/ec-byte/telescopio-espacial-james-webb-que-se-observa-en-la-primera-imagen-del-espacio-podcast-tecnologia-spotify-ciencia-noticia/
"Licenciado en Ciencias de la Comunicación por la Universidad de San Martín de Porres. Participó en el taller 'Cómo se escribe un periódico' en la Fundación Gabo de Periodismo, con el maestro Miguel Ángel Bastenier. Ingresó a El Comercio en el 2017. Actualmente trabaja en la revista Somos. ",,https://elcomercio.pe/autor/jorge-chavez-noriega/
"/ NoticiasInformación basada en hechos y verificada de primera mano por el reportero, o reportada y verificada por fuentes expertas.",“Maleficio”: la historia real detrás de la película que causa terror en Netflix,https://elcomercio.pe/saltar-intro/netflix/peliculas/el-maleficio-la-historia-real-detras-de-la-pelicula-que-causa-terror-en-netflix-noticia/
"/ NoticiasInformación basada en hechos y verificada de primera mano por el reportero, o reportada y verificada por fuentes expertas.","Vía TUDN, Chivas vs. Santos EN VIVO por la Liga MX",https://elcomercio.pe/deporte-total/futbol-mundial/chivas-vs-santos-en-vivo-por-internet-via-tudn-azteca-7-tv-azteca-y-canal-5-por-torneo-apertura-2022-liga-mx-horario-tv-y-alineacion-video-rmmd-mexico-mx-cdmx-noticia/
"/ NoticiasInformación basada en hechos y verificada de primera mano por el reportero, o reportada y verificada por fuentes expertas.",,https://elcomercio.pe/tvmas/peru-tiene-talento-final-en-vivo-ganador-finalistas-y-cuando-es-la-ultima-gala-via-latina-ver-gratis-y-online-votaciones-horario-peru-got-talent-cuto-guadalupe-gianella-neyra-mimy-succar-ricardo-moran-mathias-brivio-app-latina-lbposting-noticia/
"Magister en antropología por la Pontificia Universidad Católica del Perú. Ha sido sub director de Expreso, director y conductor de La Hora N y es ahora Presidente de Lampadia. Ha escrito varios libros. Entre ellos ""La revolución Capitalista en el Perú"", ""La Promesa de la Democracia"" y ""La gran reforma de la Seguridad y la Justicia"".",,https://elcomercio.pe/autor/jaime-de-althaus/
"(Lima, 1992) Estudió Comunicación Social y se especializó en periodismo en la Universidad Nacional Mayor de San Marcos. Antes de su llegada a El Comercio trabajó en distintos medios locales, de índole deportivo, social y político. Desde el 2017 realiza reportajes escritos y audiovisuales en la sección Nacional.",,https://elcomercio.pe/autor/hernan-medrano-marin/
